YEAR,ORG_ID,ORG_NAME,PROJECT_NAME,STUDENT/PROJECT URL,MENTOR/ORG_URL
2009,scilab,Scilab/Digiteo Foundation,CUDA implemantation of numerical algorithms,https://www.google-melange.com/archive/gsoc/2009/orgs/scilab/projects/vlj.html,http://wiki.scilab.org/Ideas_of_development_for_Scilab
2009,scilab,Scilab/Digiteo Foundation,Flexible implementation of advanced neural network capabilities under Scilab,https://www.google-melange.com/archive/gsoc/2009/orgs/scilab/projects/emmanuel.html,http://wiki.scilab.org/Ideas_of_development_for_Scilab
2009,scilab,Scilab/Digiteo Foundation,Improved support for solving systems of nonlinear equations,https://www.google-melange.com/archive/gsoc/2009/orgs/scilab/projects/cmaes.html,http://wiki.scilab.org/Ideas_of_development_for_Scilab
2009,scilab,Scilab/Digiteo Foundation,Rendering Scilab Graphism in VTK,https://www.google-melange.com/archive/gsoc/2009/orgs/scilab/projects/vinodkhare.html,http://wiki.scilab.org/Ideas_of_development_for_Scilab
2009,scilab,Scilab/Digiteo Foundation,Symbolic computing module,https://www.google-melange.com/archive/gsoc/2009/orgs/scilab/projects/jorgeecardona.html,http://wiki.scilab.org/Ideas_of_development_for_Scilab
2009,scons,SCons next-generation build system,Improving SCons on Windows,https://www.google-melange.com/archive/gsoc/2009/orgs/scons/projects/erluk.html,http://scons.org/wiki/GSoC2009
2009,scons,SCons next-generation build system,Internationalization of SCons,https://www.google-melange.com/archive/gsoc/2009/orgs/scons/projects/nestanka.html,http://scons.org/wiki/GSoC2009
2009,scribus_team,Scribus Team,Improving PDF Export in Scribus,https://www.google-melange.com/archive/gsoc/2009/orgs/scribus_team/projects/thachtran.html,http://wiki.scribus.net/index.php/GSoC_2009_Ideas
2009,scummvm,ScummVM,16 bit graphic support for game engines,https://www.google-melange.com/archive/gsoc/2009/orgs/scummvm/projects/upthorn.html,http://wiki.scummvm.org/index.php/OpenTasks
2009,scummvm,ScummVM,Add support for Amiga MOD formats,https://www.google-melange.com/archive/gsoc/2009/orgs/scummvm/projects/nolange79.html,http://wiki.scummvm.org/index.php/OpenTasks
2009,scummvm,ScummVM,GUI Frontend for ScummVM De/compression tools,https://www.google-melange.com/archive/gsoc/2009/orgs/scummvm/projects/remere.html,http://wiki.scummvm.org/index.php/OpenTasks
2009,scummvm,ScummVM,Reimplementing Dragon's History engine in ScummVM,https://www.google-melange.com/archive/gsoc/2009/orgs/scummvm/projects/dkasak.html,http://wiki.scummvm.org/index.php/OpenTasks
2009,sharpdevelop,SharpDevelop,"Application ""Database Tools Add-In""",https://www.google-melange.com/archive/gsoc/2009/orgs/sharpdevelop/projects/philipp_m.html,http://wiki.sharpdevelop.net/gsoc.ashx
2009,sharpdevelop,SharpDevelop,Common keyboard shortcuts handling and management in SharpDevelop,https://www.google-melange.com/archive/gsoc/2009/orgs/sharpdevelop/projects/sandrejev.html,http://wiki.sharpdevelop.net/gsoc.ashx
2009,sharpdevelop,SharpDevelop,Debugger visualizer for SharpDevelop,https://www.google-melange.com/archive/gsoc/2009/orgs/sharpdevelop/projects/coding_time.html,http://wiki.sharpdevelop.net/gsoc.ashx
2009,sharpdevelop,SharpDevelop,Integration of C++/CLI ,https://www.google-melange.com/archive/gsoc/2009/orgs/sharpdevelop/projects/ttretkowski.html,http://wiki.sharpdevelop.net/gsoc.ashx
2009,sharpdevelop,SharpDevelop,XAML code completion for SharpDevelop,https://www.google-melange.com/archive/gsoc/2009/orgs/sharpdevelop/projects/siegi44.html,http://wiki.sharpdevelop.net/gsoc.ashx
2009,sdl,Simple DirectMedia Layer,Automated Testing Suite for SDL,https://www.google-melange.com/archive/gsoc/2009/orgs/sdl/projects/bobbens.html,http://www.libsdl.org/gsoc-ideas.php
2009,sdl,Simple DirectMedia Layer,Enhance International Input Support for Mac OS X,https://www.google-melange.com/archive/gsoc/2009/orgs/sdl/projects/jjgod.html,http://www.libsdl.org/gsoc-ideas.php
2009,sdl,Simple DirectMedia Layer,Playstation3 Port,https://www.google-melange.com/archive/gsoc/2009/orgs/sdl/projects/cobolt.html,http://www.libsdl.org/gsoc-ideas.php
2009,sipcomm,SIP Communicator,A complete Java interface for Mac OS Xâs Growl,https://www.google-melange.com/archive/gsoc/2009/orgs/sipcomm/projects/egis.html,http://sip-communicator.org/gsoc
2009,sipcomm,SIP Communicator,A filtergraph for FMJ,https://www.google-melange.com/archive/gsoc/2009/orgs/sipcomm/projects/kane77.html,http://sip-communicator.org/gsoc
2009,sipcomm,SIP Communicator,DTMF with RTP,https://www.google-melange.com/archive/gsoc/2009/orgs/sipcomm/projects/filiro.html,http://sip-communicator.org/gsoc
2009,sipcomm,SIP Communicator,"Dude, check out my photo!",https://www.google-melange.com/archive/gsoc/2009/orgs/sipcomm/projects/shashankt.html,http://sip-communicator.org/gsoc
2009,sipcomm,SIP Communicator,Geek Communicator,https://www.google-melange.com/archive/gsoc/2009/orgs/sipcomm/projects/ecksun.html,http://sip-communicator.org/gsoc
2009,sipcomm,SIP Communicator,Hush-hush chats with Off The Record (OTR) messaging,https://www.google-melange.com/archive/gsoc/2009/orgs/sipcomm/projects/georgep.html,http://sip-communicator.org/gsoc
2009,sipcomm,SIP Communicator,Psychoanalysis through chat clients!,https://www.google-melange.com/archive/gsoc/2009/orgs/sipcomm/projects/e0081098.html,http://sip-communicator.org/gsoc
2009,sipcomm,SIP Communicator,Storing History in an Embedded Database,https://www.google-melange.com/archive/gsoc/2009/orgs/sipcomm/projects/ajay_chhatwal.html,http://sip-communicator.org/gsoc
2009,svn,Subversion,Apply for GSoC about âAllow Commit from multiple working copiesâ,https://www.google-melange.com/archive/gsoc/2009/orgs/svn/projects/yellowflying.html,http://subversion.tigris.org/tasks.html#summer-of-code
2009,sugarlabs,Sugar Labs educational platform (a member of the SFC),Adding Print Support to the XOs,https://www.google-melange.com/archive/gsoc/2009/orgs/sugarlabs/projects/iwikiwi.html,http://wiki.sugarlabs.org/go/DevelopmentTeam/ProjectIdeas
2009,sugarlabs,Sugar Labs educational platform (a member of the SFC),Decentralized Asynchronous Collision-free Editing with Groupthink,https://www.google-melange.com/archive/gsoc/2009/orgs/sugarlabs/projects/bemasc.html,http://wiki.sugarlabs.org/go/DevelopmentTeam/ProjectIdeas
2009,sugarlabs,Sugar Labs educational platform (a member of the SFC),Karma + Activities,https://www.google-melange.com/archive/gsoc/2009/orgs/sugarlabs/projects/subzero.html,http://wiki.sugarlabs.org/go/DevelopmentTeam/ProjectIdeas
2009,sugarlabs,Sugar Labs educational platform (a member of the SFC),Version support for Sugar data store / Journal,https://www.google-melange.com/archive/gsoc/2009/orgs/sugarlabs/projects/sascha_silbe.html,http://wiki.sugarlabs.org/go/DevelopmentTeam/ProjectIdeas
2009,sugarlabs,Sugar Labs educational platform (a member of the SFC),Webified,https://www.google-melange.com/archive/gsoc/2009/orgs/sugarlabs/projects/lucian1900.html,http://wiki.sugarlabs.org/go/DevelopmentTeam/ProjectIdeas
2009,sunlight,Sunlight Foundation,Fifty State Project,https://www.google-melange.com/archive/gsoc/2009/orgs/sunlight/projects/bx.html,http://wiki.sunlightlabs.com/index.php/GSOC_2009
2009,sunlight,Sunlight Foundation,Get Represented & People's Agenda Fusion,https://www.google-melange.com/archive/gsoc/2009/orgs/sunlight/projects/kp.html,http://wiki.sunlightlabs.com/index.php/GSOC_2009
2009,sunlight,Sunlight Foundation,The Fifty State Project,https://www.google-melange.com/archive/gsoc/2009/orgs/sunlight/projects/mindleak.html,http://wiki.sunlightlabs.com/index.php/GSOC_2009
2009,swig,SWIG,Add support for Scilab language,https://www.google-melange.com/archive/gsoc/2009/orgs/swig/projects/sploving.html,http://code.google.com/p/swig-gsoc/wiki/ProjectIdeas
2009,swig,SWIG,C++0x support for Swig,https://www.google-melange.com/archive/gsoc/2009/orgs/swig/projects/thepianoguy.html,http://code.google.com/p/swig-gsoc/wiki/ProjectIdeas
2009,swig,SWIG,Director support for PHP,https://www.google-melange.com/archive/gsoc/2009/orgs/swig/projects/vmiklos.html,http://code.google.com/p/swig-gsoc/wiki/ProjectIdeas
2009,swig,SWIG,Implement Perl binding for Xapian using SWIG,https://www.google-melange.com/archive/gsoc/2009/orgs/swig/projects/cou929.html,http://code.google.com/p/swig-gsoc/wiki/ProjectIdeas
2009,swig,SWIG,Objective C Wrapper Generator over C++ using SWIG,https://www.google-melange.com/archive/gsoc/2009/orgs/swig/projects/ashishs99.html,http://code.google.com/p/swig-gsoc/wiki/ProjectIdeas
2009,systers,Systers: Women in Computing,DATABASE ABSTRACTIONS,https://www.google-melange.com/archive/gsoc/2009/orgs/systers/projects/krikan_v.html,http://systers.org/systers-dev/doku.php/systers_google_summer_of_code
2009,systers,Systers: Women in Computing,Fixing and implementing wishlists items for existing features,https://www.google-melange.com/archive/gsoc/2009/orgs/systers/projects/annag.html,http://systers.org/systers-dev/doku.php/systers_google_summer_of_code
2009,systers,Systers: Women in Computing,Using Mailman Authentication to Access other Applications,https://www.google-melange.com/archive/gsoc/2009/orgs/systers/projects/malveeka.html,http://systers.org/systers-dev/doku.php/systers_google_summer_of_code
2009,tcltk,Tcl Community Association,Graph Manipulations,https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/theanswer.html,http://wiki.tcl.tk/22182
2009,tcltk,Tcl Community Association,"HTTP/1.1 support and Chameleon, native look for Tk widgets",https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/vivia.html,http://wiki.tcl.tk/22182
2009,tcltk,Tcl Community Association,Image Handling Enhancement,https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/lmiadowicz.html,http://wiki.tcl.tk/22182
2009,tcltk,Tcl Community Association,Improve GIS support in Tcl.,https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/alexandros_stergiakis.html,http://wiki.tcl.tk/22182
2009,tcltk,Tcl Community Association,Jacl modernization,https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/rszulgo.html,http://wiki.tcl.tk/22182
2009,tcltk,Tcl Community Association,Regexp engine cleanup,https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/dkloeck.html,http://wiki.tcl.tk/22182
2009,tcltk,Tcl Community Association,SCORM Compliant Content Packaging for Wiki-based Content Development,https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/michael_aram.html,http://wiki.tcl.tk/22182
2009,tcltk,Tcl Community Association,Tcl/Tk Printing Support,https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/blicharski.html,http://wiki.tcl.tk/22182
2009,tcltk,Tcl Community Association,TDBC Driver Development,https://www.google-melange.com/archive/gsoc/2009/orgs/tcltk/projects/scygan.html,http://wiki.tcl.tk/22182
2009,asf,The Apache Software Foundation,[Apache Mahout] Implement parallel Random/Regression Forest,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/abdelhakim_deneche.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,[Mahout] Distributed Latent Dirichlet Allocation,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/dlwh.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,"Add search capability to index/search artifacts in the SCA domain, including the contributions, WSDL/XSDs, java files, composite files",https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/philliperamalho.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Adding Unicode Normalization support to Xerces2-J ,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/rakkie.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Apache Lenya (lenya-xml-diff),https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/salexse.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Apache ODE Integration in BPELUnit,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/chamibuddhika.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Application for derby-testandfix,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/tiago.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Camel Dynamic Routes,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/alloyer.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Cocoon 3 monitoring,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/dariusz_luksza.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Convert current Tomcat valves to Servlet Filters,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/xxd82329.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Convert Derby tests to JUnit and fix Derby bugs ,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/erandaatcommonlab.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Create a new user interface for the Apache Qpid JMX Management Console,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/robbie.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Devising a strategy to execute cross-partition query in Slice.,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/ashishpaliwal.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation, Empowering Google Android applications to easily consume business services,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/lookouster_proposal.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Enable OSGi features for Harmony JDK,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/galaxy.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Extend the Vysper XMPP Server/Client with the publish-subscribe XEP (XEP-060),https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/michaelj.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Generics support for Axis2 code-first development,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/sukhitha_prabhath.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Implement ANSI/ISO Sequence Generators For Apache Derby,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/suran_jayathilaka.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Implement the SOAP over TCP standard supported by Metro and WCF(via plugin),https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/kayne.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Implement the SOAP/JMS specification for CXF,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/liucong.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Implement WeakReference support in Apache Harmony Concurent GC,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/simonzhou.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Implementing SQL Authorization Support for Derby dblook,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/hiranya.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Improving Rampart Tests,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/thilinamb.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Online Classification and Frequent Pattern Mining using Map-Reduce,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/robinanil.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Proposal for harmony-classes-selector,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/crazynut.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,RAT 1 Cut&Paste Detector,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/maka.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,SMS Transport for Apache Axis2  ,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/charith.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,SSH and SCP support for Commons-Net,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/shikhar.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Supporting Concurrent Exception Handling at Tuscany SCA,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/dougsleite.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Web-based BPEL debugger for Apache ODE,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/ddweerasiri.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,Web-based management console for ServiceMix,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/mwilkos.html,http://wiki.apache.org/general/SummerOfCode2009
2009,asf,The Apache Software Foundation,WS-Security support for JAX-WS Web Services,https://www.google-melange.com/archive/gsoc/2009/orgs/asf/projects/rahulsoa.html,http://wiki.apache.org/general/SummerOfCode2009
2009,apertium,The Apertium Project,Apertium going SOA,https://www.google-melange.com/archive/gsoc/2009/orgs/apertium/projects/pminervini.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2009,apertium,The Apertium Project,Apertium nb2nn: machine translation between Norwegian BokmÃ¥l and Nynorsk,https://www.google-melange.com/archive/gsoc/2009/orgs/apertium/projects/unhammer.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2009,apertium,The Apertium Project,Apertium-sv-da: Machine translation between Swedish and Danish,https://www.google-melange.com/archive/gsoc/2009/orgs/apertium/projects/mkrist88.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2009,apertium,The Apertium Project,Conversion of Anubadok: Building an English-Bengali Language Pair For Apertium,https://www.google-melange.com/archive/gsoc/2009/orgs/apertium/projects/zaher14.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2009,apertium,The Apertium Project,Highly scalable web service architecture for Apertium ,https://www.google-melange.com/archive/gsoc/2009/orgs/apertium/projects/vmsanchez.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2009,apertium,The Apertium Project,Implement a Trigram Tagger for Apertium and support-tools for training it,https://www.google-melange.com/archive/gsoc/2009/orgs/apertium/projects/zaidsheikh.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2009,apertium,The Apertium Project,Java port of Apertium lttoolbox proposal,https://www.google-melange.com/archive/gsoc/2009/orgs/apertium/projects/rah.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2009,apertium,The Apertium Project,Multi-Engine Machine Translation,https://www.google-melange.com/archive/gsoc/2009/orgs/apertium/projects/shw.html,http://wiki.apertium.org/wiki/Ideas_for_Google_Summer_of_Code
2009,aqsis1,The Aqsis Team,native distributed rendering via network system and dedicated render server,https://www.google-melange.com/archive/gsoc/2009/orgs/aqsis1/projects/deltars.html,http://wiki.aqsis.org/dev/soc_2009
2009,aqsis1,The Aqsis Team,Optimization of Dicing Algorithm in the Aqsis Renderer,https://www.google-melange.com/archive/gsoc/2009/orgs/aqsis1/projects/trevdavlo.html,http://wiki.aqsis.org/dev/soc_2009
2009,asterisk,The Asterisk Project,Asterisk Data Storage API,https://www.google-melange.com/archive/gsoc/2009/orgs/asterisk/projects/brettbryant.html,http://svn.digium.com/svn/asterisk/team/group/gsoc-2009/ideas.txt
2009,asterisk,The Asterisk Project,CLI filtering,https://www.google-melange.com/archive/gsoc/2009/orgs/asterisk/projects/junky.html,http://svn.digium.com/svn/asterisk/team/group/gsoc-2009/ideas.txt
2009,asterisk,The Asterisk Project,Generic data export/retrieval API.,https://www.google-melange.com/archive/gsoc/2009/orgs/asterisk/projects/eliel.html,http://svn.digium.com/svn/asterisk/team/group/gsoc-2009/ideas.txt
2009,codehaus,The Codehaus,"Foci, web stats project.",https://www.google-melange.com/archive/gsoc/2009/orgs/codehaus/projects/thh.html,http://docs.codehaus.org/display/GSOC/Ideas
2009,codehaus,The Codehaus,Google Summer of Code 2009 Proposal â Castor JPA Compliance,https://www.google-melange.com/archive/gsoc/2009/orgs/codehaus/projects/lukaslang.html,http://docs.codehaus.org/display/GSOC/Ideas
2009,codehaus,The Codehaus,Groovy on Android,https://www.google-melange.com/archive/gsoc/2009/orgs/codehaus/projects/hjalmare.html,http://docs.codehaus.org/display/GSOC/Ideas
2009,codehaus,The Codehaus,Nokogiri JRuby support,https://www.google-melange.com/archive/gsoc/2009/orgs/codehaus/projects/serabe.html,http://docs.codehaus.org/display/GSOC/Ideas
2009,codehaus,The Codehaus,Refactor generation of SQL queries,https://www.google-melange.com/archive/gsoc/2009/orgs/codehaus/projects/gsoc_work.html,http://docs.codehaus.org/display/GSOC/Ideas
2009,eff,The Electronic Frontier Foundation/The Tor Project,GSOC2k9@TOR: TorButton Feature Fulfillment,https://www.google-melange.com/archive/gsoc/2009/orgs/eff/projects/koryk.html,https://www.torproject.org/gsoc#Ideas
2009,eff,The Electronic Frontier Foundation/The Tor Project,Polipo Portability Enhancements,https://www.google-melange.com/archive/gsoc/2009/orgs/eff/projects/chrisd_mangrin.html,https://www.torproject.org/gsoc#Ideas
2009,eff,The Electronic Frontier Foundation/The Tor Project,Translation wiki for the Tor website,https://www.google-melange.com/archive/gsoc/2009/orgs/eff/projects/runa.html,https://www.torproject.org/gsoc#Ideas
2009,eff,The Electronic Frontier Foundation/The Tor Project,Using Bittorrent for Content Distribution in Thandy,https://www.google-melange.com/archive/gsoc/2009/orgs/eff/projects/seb_hahn.html,https://www.torproject.org/gsoc#Ideas
2009,eff,The Electronic Frontier Foundation/The Tor Project,web.py-based GUI for Switzerland,https://www.google-melange.com/archive/gsoc/2009/orgs/eff/projects/cadenhowell.html,https://www.torproject.org/gsoc#Ideas
2009,enlightenment,The Enlightenment Project,Enlightenment Compositing,https://www.google-melange.com/archive/gsoc/2009/orgs/enlightenment/projects/guinness.html,http://trac.enlightenment.org/e/wiki/GSoC_2009_Project_Ideas
2009,enlightenment,The Enlightenment Project,Eupnp â Bringing UPnP support into E,https://www.google-melange.com/archive/gsoc/2009/orgs/enlightenment/projects/dieb.html,http://trac.enlightenment.org/e/wiki/GSoC_2009_Project_Ideas
2009,enlightenment,The Enlightenment Project,exebuf extension for quicksilver/'anything' like functionality,https://www.google-melange.com/archive/gsoc/2009/orgs/enlightenment/projects/jeffdameth.html,http://trac.enlightenment.org/e/wiki/GSoC_2009_Project_Ideas
2009,freebsd,The FreeBSD Project,Application-Specific Audit Trails,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/liakus_1210.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,BSD-licensed libiconv in base system,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/gabor.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,Design and Implementation of Subsystem Support Libraries for Monitoring and Management,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/pgj.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,FIFO Optimizations,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/upczhsh.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,Geom-based Disk Schedulers,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/fabio.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,Hierarchical Resource Limits,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/trasz.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,Implement TCP UTO,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/fangwang.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,Improving Second Extended File system (ext2fs) and making it GPL free.,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/truncs.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,In kernel stackable cryptographic filesystem (ownfs),https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/gleb_kurtsov.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,Ipfw and dummynet improvements ,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/marta.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,ipfw ruleset optimization and highlevel rule definition language,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/telavaya.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,IPv6 Secure Neighbor Discovery - native kernel APIs for FreeBSD,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/anchie.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,"Package tools rewrite via a new package library, with new features",https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/dforsyth.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,Ports license infrastructure (part 2: integration),https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/alepulver.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,puffs (pass-to-userspace framework file system) port for FreeBSD,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/tatsiana_severyna.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,TCP\IP Regression Testing Suite,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/zjriggl.html,http://www.freebsd.org/projects/summerofcode.html
2009,freebsd,The FreeBSD Project,USB improvements under FreeBSD,https://www.google-melange.com/archive/gsoc/2009/orgs/freebsd/projects/ctr7gb76.html,http://www.freebsd.org/projects/summerofcode.html
2009,freenet,The Freenet Project,Freenet: trust-based distributed indexing,https://www.google-melange.com/archive/gsoc/2009/orgs/freenet/projects/infinity0x.html,http://wiki.freenetproject.org/SummerOfCode2009
2009,freenet,The Freenet Project,Improving friend-to-friend interaction,https://www.google-melange.com/archive/gsoc/2009/orgs/freenet/projects/ljb.html,http://wiki.freenetproject.org/SummerOfCode2009
2009,freenet,The Freenet Project,Progress indicators for loading files in FProxy,https://www.google-melange.com/archive/gsoc/2009/orgs/freenet/projects/mikeb.html,http://wiki.freenetproject.org/SummerOfCode2009
2009,freenet,The Freenet Project,Student Proposal for âContent filterâ listed on the idea page,https://www.google-melange.com/archive/gsoc/2009/orgs/freenet/projects/kurmiashish.html,http://wiki.freenetproject.org/SummerOfCode2009
2009,freenet,The Freenet Project,Web interface improvements,https://www.google-melange.com/archive/gsoc/2009/orgs/freenet/projects/sashee.html,http://wiki.freenetproject.org/SummerOfCode2009
2009,globus,The Globus Alliance,ajax web interface for Globus Toolkit services,https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/cyberaidejs.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,globus,The Globus Alliance,Develop a GUI for GridWay,https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/srini.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,globus,The Globus Alliance,"Develop a new 'sync' feature for GridFTP client, globus-url-copy.",https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/shrutijain.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,globus,The Globus Alliance,"Distribution of computing jobs among different clouds (Nimbus, AWS)",https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/jgehrcke.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
